cell_id,state,latitude,longitude,B2,B3,B4,B8,B11,B12,ndvi,clay_index,ferrous_index,mn_proxy,elevation,slope,distance_to_fault,prospectivity_score,confidence,priority
CELL-00432,Karnataka,14.247324,75.407532,0.0678,0.0451,0.0757,0.3323,0.2931,0.1359,0.6288,2.1569,0.8819,0.3665,606.1,6.8,10.5,1.0,0.6899,High
CELL-00433,Karnataka,13.838804,74.382224,0.1031,0.0413,0.0442,0.3257,0.1887,0.2624,0.7612,0.7191,0.5794,-0.1634,713.2,9.0,32.5,0.5207,0.5036,Medium
CELL-00434,Karnataka,14.311444,74.803621,0.0985,0.1607,0.1998,0.3127,0.2095,0.1176,0.2203,1.7821,0.67,0.2811,382.8,16.8,18.4,0.8937,0.7633,High
CELL-00435,Karnataka,14.120334,75.150604,0.1288,0.1276,0.1306,0.217,0.3417,0.0615,0.2486,5.5557,1.5752,0.6949,1057.9,17.9,19.9,1.0,0.7191,High
CELL-00436,Karnataka,13.038296,76.614656,0.0781,0.0814,0.0449,0.2538,0.2388,0.1711,0.6995,1.3959,0.9409,0.1652,846.5,14.7,48.1,0.5734,0.5649,Medium
CELL-00437,Karnataka,13.328068,75.191874,0.0638,0.1154,0.175,0.1274,0.1032,0.3051,-0.1573,0.3383,0.8101,-0.4944,334.1,23.4,27.1,0.7389,0.512,High
CELL-00438,Karnataka,15.839136,75.244993,0.0625,0.121,0.1875,0.3929,0.3986,0.0568,0.354,7.0204,1.0143,0.7506,224.1,21.3,41.0,1.0,0.5159,High
CELL-00439,Karnataka,15.360927,74.169146,0.068,0.1059,0.1209,0.355,0.1936,0.2338,0.492,0.8278,0.5452,-0.0942,743.9,19.2,32.0,0.4344,0.542,Low
CELL-00440,Karnataka,13.357815,74.673747,0.085,0.1561,0.1462,0.3762,0.1923,0.1714,0.4401,1.122,0.5112,0.0575,533.1,6.7,3.1,0.6468,0.5911,Medium
CELL-00441,Karnataka,13.500489,74.140054,0.1213,0.0679,0.1693,0.3464,0.3826,0.1727,0.3433,2.2158,1.1046,0.3781,828.2,16.3,31.5,0.6507,0.5251,Medium
CELL-00442,Karnataka,14.523692,75.585753,0.1254,0.1403,0.1395,0.1397,0.3106,0.2001,0.0007,1.5523,2.2235,0.2164,1083.5,32.2,2.8,1.0,0.5713,High
CELL-00443,Karnataka,13.444302,76.238941,0.0211,0.0553,0.1245,0.35,0.3733,0.2616,0.4751,1.4268,1.0665,0.1759,839.0,13.8,0.1,0.8266,0.5031,High
CELL-00444,Karnataka,15.02539,75.252345,0.115,0.1083,0.0334,0.1672,0.3488,0.2675,0.6674,1.3041,2.0861,0.132,1084.2,4.1,49.5,0.9378,0.7648,High
CELL-00445,Karnataka,14.740686,76.712105,0.0616,0.1305,0.0538,0.3187,0.1877,0.1134,0.711,1.6554,0.5889,0.2468,444.5,6.3,45.1,0.4957,0.5567,Medium
CELL-00446,Karnataka,14.345224,74.961609,0.1168,0.1757,0.0988,0.4014,0.2611,0.0972,0.6048,2.6868,0.6505,0.4575,859.7,18.0,32.5,0.9516,0.8124,High
CELL-00447,Karnataka,15.703533,76.252007,0.0835,0.1205,0.0786,0.4443,0.2936,0.0632,0.6993,4.6482,0.6608,0.6459,459.3,21.8,2.8,1.0,0.5457,High
CELL-00448,Karnataka,13.998071,75.314896,0.0542,0.0547,0.144,0.2801,0.144,0.1459,0.3208,0.9875,0.5143,-0.0063,751.0,2.5,7.4,0.9106,0.8015,High
CELL-00449,Karnataka,15.148976,76.008156,0.082,0.1263,0.0269,0.3175,0.3289,0.2001,0.8438,1.6437,1.0359,0.2435,493.3,9.7,32.1,0.8752,0.7154,High
CELL-00450,Karnataka,14.027002,76.309317,0.093,0.1624,0.115,0.2812,0.2649,0.2748,0.4194,0.9641,0.9422,-0.0183,1161.2,2.6,2.7,0.8326,0.7316,High
CELL-00451,Karnataka,14.844709,75.447271,0.0322,0.1452,0.1545,0.2091,0.178,0.3014,0.1502,0.5907,0.8513,-0.2573,179.6,30.8,12.8,0.9787,0.7618,High
CELL-00452,Karnataka,15.034368,75.243289,0.1096,0.0816,0.0699,0.4488,0.3203,0.2434,0.7305,1.3157,0.7135,0.1363,490.8,1.7,1.6,1.0,0.7431,High
CELL-00453,Karnataka,14.612138,76.522355,0.0243,0.085,0.0627,0.2565,0.1032,0.3362,0.6073,0.3068,0.4021,-0.5304,345.6,32.3,21.3,0.5851,0.676,Medium
CELL-00454,Karnataka,15.792499,74.016047,0.1173,0.1655,0.0451,0.1336,0.2159,0.3301,0.495,0.6539,1.6152,-0.2092,696.6,18.5,7.1,0.6747,0.433,Medium
CELL-00455,Karnataka,15.743849,74.625956,0.1065,0.0418,0.1287,0.1574,0.3155,0.1404,0.1003,2.2477,2.0048,0.3842,609.7,21.0,8.6,1.0,0.6783,High
CELL-00456,Karnataka,14.987116,74.474849,0.1095,0.0492,0.0966,0.1865,0.3195,0.1286,0.3178,2.4841,1.7128,0.426,1069.9,31.2,9.8,1.0,0.6508,High
CELL-00457,Karnataka,14.174611,76.139965,0.1057,0.1237,0.0709,0.2323,0.1129,0.2657,0.5326,0.4251,0.4862,-0.4034,654.3,24.8,12.4,0.6244,0.5683,Medium
CELL-00458,Karnataka,13.077227,75.023144,0.1244,0.1646,0.1133,0.2594,0.0899,0.3138,0.3921,0.2864,0.3464,-0.5547,114.3,33.1,24.5,0.5238,0.5529,Medium
CELL-00459,Karnataka,13.073173,75.744275,0.0914,0.0629,0.0972,0.3283,0.3127,0.0502,0.5431,6.2269,0.9524,0.7233,1130.5,5.8,11.7,1.0,0.5484,High
CELL-00460,Karnataka,13.320974,76.15838,0.1311,0.0685,0.0238,0.1781,0.0981,0.081,0.7645,1.2106,0.5508,0.0953,574.7,8.0,25.8,0.5658,0.6846,Medium
CELL-00461,Karnataka,14.063272,75.143441,0.0735,0.1391,0.1013,0.3999,0.3821,0.1508,0.5958,2.5342,0.9556,0.4341,716.8,3.3,10.0,0.9871,0.6759,High
CELL-00462,Karnataka,15.629681,74.474859,0.0792,0.1209,0.1445,0.2341,0.3581,0.2205,0.2365,1.6241,1.5299,0.2378,583.5,2.4,23.2,0.8975,0.6879,High
CELL-00463,Karnataka,15.496487,75.482035,0.0354,0.032,0.0746,0.3443,0.3329,0.1387,0.6439,2.3996,0.9668,0.4117,645.2,14.7,20.5,0.8759,0.6128,High
CELL-00464,Karnataka,13.590066,74.165997,0.0458,0.0314,0.1329,0.2107,0.3914,0.1081,0.2265,3.6203,1.8574,0.5671,480.4,12.5,0.4,1.0,0.7445,High
CELL-00465,Madhya Pradesh,22.961334,79.66115,0.1041,0.0367,0.0297,0.26,0.2559,0.3163,0.7948,0.8089,0.984,-0.1057,215.1,28.8,10.5,0.6802,0.6214,Medium
CELL-00466,Madhya Pradesh,22.200466,78.951486,0.0855,0.1502,0.0995,0.2717,0.3516,0.2618,0.464,1.3429,1.294,0.1464,639.5,9.0,44.2,0.6631,0.6758,Medium
CELL-00467,Madhya Pradesh,21.807359,80.909399,0.0257,0.1788,0.0435,0.3786,0.2063,0.1977,0.7941,1.0438,0.5449,0.0214,1068.7,14.5,26.9,0.6238,0.5167,Medium
CELL-00468,Madhya Pradesh,21.363795,78.841286,0.0734,0.1272,0.1482,0.1625,0.1055,0.3321,0.046,0.3176,0.6492,-0.518,386.7,29.9,43.2,0.4561,0.6064,Medium
CELL-00469,Madhya Pradesh,23.465404,80.807752,0.0976,0.0806,0.0673,0.1427,0.2431,0.2256,0.3592,1.0778,1.7042,0.0374,495.3,16.6,18.2,0.9181,0.6379,High
CELL-00470,Madhya Pradesh,21.491761,79.644226,0.0383,0.1237,0.1512,0.4262,0.1692,0.3351,0.4763,0.5051,0.3971,-0.3288,169.6,21.1,2.9,0.6577,0.7365,Medium
CELL-00471,Madhya Pradesh,23.008045,80.994722,0.0395,0.0358,0.1782,0.2102,0.1213,0.1905,0.0825,0.6365,0.5769,-0.2221,758.1,1.1,13.7,0.7217,0.5868,High
CELL-00472,Madhya Pradesh,23.6853,81.447957,0.1028,0.0542,0.1831,0.2807,0.1292,0.3265,0.2105,0.3957,0.4603,-0.433,933.2,25.6,35.5,0.3567,0.4577,Low
CELL-00473,Madhya Pradesh,23.064879,79.159168,0.077,0.1473,0.1611,0.2586,0.3335,0.3016,0.2324,1.1058,1.2894,0.0503,820.3,8.0,13.7,0.8276,0.6131,High
CELL-00474,Madhya Pradesh,21.819479,79.128558,0.0792,0.1663,0.0388,0.3521,0.2999,0.0787,0.8015,3.8098,0.8518,0.5842,1114.8,19.9,18.2,0.9445,0.7198,High
CELL-00475,Madhya Pradesh,23.08053,78.619134,0.1291,0.0972,0.1346,0.1774,0.2967,0.2817,0.1373,1.0532,1.672,0.0259,620.5,21.6,22.8,0.7988,0.6729,High
CELL-00476,Madhya Pradesh,23.525426,80.904056,0.0734,0.0645,0.0931,0.3892,0.1528,0.2073,0.6139,0.7372,0.3927,-0.1513,986.7,12.4,32.1,0.4416,0.5661,Low
CELL-00477,Madhya Pradesh,23.383153,78.796906,0.0553,0.1583,0.0824,0.4406,0.3935,0.1305,0.685,3.0158,0.8932,0.502,145.1,24.7,22.5,0.8507,0.5185,High
CELL-00478,Madhya Pradesh,21.093525,81.11059,0.038,0.0491,0.0516,0.4361,0.3018,0.2904,0.7883,1.0393,0.6921,0.0193,537.4,11.8,11.7,0.6994,0.4274,Medium
CELL-00479,Madhya Pradesh,22.895325,79.271356,0.1433,0.0555,0.1938,0.1052,0.234,0.15,-0.2964,1.5596,2.224,0.2186,594.0,20.0,21.8,1.0,0.6181,High
CELL-00480,Madhya Pradesh,23.057629,80.999814,0.0525,0.1214,0.1253,0.2294,0.2355,0.1441,0.2934,1.6342,1.0267,0.2407,256.0,7.5,5.3,0.9877,0.7557,High
CELL-00481,Madhya Pradesh,23.851819,80.689035,0.0268,0.1626,0.1753,0.2552,0.2675,0.3428,0.1856,0.7802,1.0483,-0.1235,685.5,31.7,4.2,0.6708,0.4387,Medium
CELL-00482,Madhya Pradesh,22.75427,80.948684,0.1485,0.0883,0.0285,0.3804,0.2734,0.1096,0.8604,2.4954,0.7187,0.4278,644.3,26.0,38.5,0.6248,0.6523,Medium
CELL-00483,Madhya Pradesh,23.921228,80.490088,0.0731,0.0721,0.1516,0.1848,0.1349,0.209,0.0986,0.6458,0.7304,-0.2152,419.0,22.0,5.9,0.5499,0.6668,Medium
CELL-00484,Madhya Pradesh,21.000729,78.880808,0.1414,0.1601,0.062,0.3724,0.2747,0.3413,0.7144,0.8051,0.7377,-0.108,511.0,23.9,3.2,0.5109,0.5095,Medium
CELL-00485,Madhya Pradesh,22.616943,79.363639,0.0356,0.1355,0.1361,0.2309,0.3843,0.0567,0.2584,6.7825,1.6645,0.743,434.1,32.2,16.0,1.0,0.538,High
CELL-00486,Madhya Pradesh,23.471405,78.80944,0.1426,0.1493,0.0526,0.3492,0.2032,0.1707,0.7381,1.1904,0.5819,0.0869,961.6,33.7,6.3,0.4862,0.3077,Medium
CELL-00487,Madhya Pradesh,22.128935,79.589567,0.0268,0.1328,0.0985,0.1682,0.3411,0.2908,0.2612,1.1732,2.0284,0.0797,635.0,10.4,31.9,1.0,0.6388,High
CELL-00488,Madhya Pradesh,23.191544,78.620976,0.0323,0.031,0.0475,0.1241,0.3987,0.1366,0.4463,2.9175,3.2112,0.4895,264.2,8.4,46.8,1.0,0.6022,High
CELL-00489,Madhya Pradesh,23.620174,79.684971,0.0636,0.0611,0.088,0.2108,0.2967,0.1369,0.411,2.1679,1.4074,0.3687,734.9,2.3,9.6,1.0,0.6115,High
CELL-00490,Madhya Pradesh,22.131756,80.492222,0.0532,0.0491,0.0305,0.2069,0.1305,0.1022,0.7428,1.2764,0.6305,0.1214,936.8,0.6,27.9,0.7827,0.4697,High
CELL-00491,Madhya Pradesh,22.688491,79.440103,0.0584,0.14,0.1768,0.1674,0.1112,0.3193,-0.0274,0.3483,0.6645,-0.4833,484.9,19.3,18.0,0.8842,0.6118,High
CELL-00492,Madhya Pradesh,22.575423,79.108981,0.0787,0.1495,0.1263,0.1339,0.2554,0.2608,0.0294,0.9791,1.9068,-0.0106,972.0,22.0,7.6,1.0,0.7841,High
CELL-00493,Madhya Pradesh,21.073281,79.735243,0.0633,0.1304,0.0589,0.3068,0.3722,0.2893,0.6779,1.2865,1.2132,0.1253,1113.6,34.2,0.5,0.6236,0.761,Medium
CELL-00494,Madhya Pradesh,23.579563,79.255444,0.1475,0.1221,0.1628,0.13,0.1387,0.2775,-0.1123,0.4998,1.0673,-0.3335,124.2,28.6,0.7,0.7117,0.7457,High
CELL-00495,Madhya Pradesh,22.834485,80.588094,0.0645,0.0462,0.0325,0.3061,0.2466,0.2727,0.8079,0.9045,0.8056,-0.0502,660.7,14.8,19.9,0.8096,0.5245,High
CELL-00496,Madhya Pradesh,23.54189,79.823823,0.0223,0.0412,0.1119,0.4393,0.3018,0.0713,0.5941,4.2347,0.6871,0.6179,308.3,27.0,42.1,1.0,0.767,High
CELL-00497,Madhya Pradesh,21.085012,80.985591,0.1225,0.0689,0.1476,0.1752,0.0929,0.1103,0.0856,0.842,0.5303,-0.0858,296.5,11.8,20.9,0.2692,0.6609,Low
CELL-00498,Madhya Pradesh,21.812024,78.587512,0.0987,0.0894,0.0738,0.4034,0.319,0.3073,0.6909,1.0378,0.7906,0.0186,644.5,4.6,34.8,0.4849,0.424,Medium
CELL-00499,Madhya Pradesh,21.195002,80.975925,0.0364,0.1655,0.1756,0.2626,0.3182,0.2358,0.1987,1.3492,1.2117,0.1487,983.4,15.1,39.3,0.7286,0.5496,High
CELL-00500,Madhya Pradesh,22.459116,79.887858,0.1221,0.1532,0.1198,0.1629,0.2297,0.3404,0.1525,0.6747,1.4097,-0.1942,928.3,28.4,1.6,1.0,0.7351,High
CELL-00501,Madhya Pradesh,23.490098,78.647821,0.1308,0.1123,0.0555,0.211,0.1702,0.2093,0.5835,0.8134,0.8066,-0.1029,156.9,5.5,40.6,0.4425,0.4983,Low
CELL-00502,Madhya Pradesh,22.360112,80.051363,0.1193,0.0971,0.1622,0.3164,0.1162,0.0969,0.3223,1.1991,0.3672,0.0905,580.7,13.9,37.2,0.6927,0.9105,Medium
CELL-00503,Madhya Pradesh,21.512281,79.180511,0.0948,0.0935,0.1127,0.1597,0.2921,0.3058,0.1727,0.9554,1.8288,-0.0228,383.7,17.2,48.8,0.8746,0.4375,High
CELL-00504,Madhya Pradesh,21.270587,80.318045,0.0317,0.1739,0.1488,0.3759,0.3053,0.2269,0.4327,1.3455,0.8123,0.1473,594.9,30.0,47.8,0.6617,0.6093,Medium
CELL-00505,Madhya Pradesh,22.749999,80.115153,0.0791,0.0614,0.0207,0.1845,0.2431,0.164,0.7985,1.4825,1.3175,0.1944,593.3,34.3,17.5,0.9135,0.7445,High
CELL-00506,Madhya Pradesh,21.143873,80.826229,0.0942,0.1441,0.047,0.3001,0.1612,0.1184,0.7293,1.361,0.537,0.1529,112.7,4.6,15.5,0.4963,0.5224,Medium
CELL-00507,Madhya Pradesh,21.597247,80.26311,0.0283,0.1594,0.1931,0.1864,0.224,0.0566,-0.0177,3.9553,1.2021,0.5964,804.8,14.5,13.5,1.0,0.5453,High
CELL-00508,Madhya Pradesh,22.248651,79.038978,0.1096,0.1148,0.1746,0.1411,0.3314,0.2521,-0.1059,1.3148,2.3485,0.136,226.5,24.3,22.1,1.0,0.8046,High
CELL-00509,Madhya Pradesh,23.870444,79.489925,0.1451,0.1652,0.0687,0.3812,0.3986,0.1258,0.6947,3.1685,1.0455,0.5202,580.5,18.2,14.7,0.8782,0.4077,High
CELL-00510,Madhya Pradesh,21.513307,81.119763,0.1116,0.0428,0.137,0.3288,0.386,0.0509,0.4117,7.5824,1.174,0.767,372.7,32.5,46.6,1.0,0.6538,High
CELL-00511,Madhya Pradesh,21.274449,80.041628,0.0501,0.0572,0.1659,0.1473,0.23,0.3316,-0.0594,0.6936,1.5616,-0.1809,304.4,34.2,49.7,0.6631,0.6371,Medium
CELL-00512,Madhya Pradesh,21.948315,79.773478,0.0602,0.0721,0.195,0.1537,0.3147,0.0501,-0.1185,6.2778,2.0476,0.7252,755.8,32.1,14.4,1.0,0.6026,High
CELL-00513,Madhya Pradesh,23.137804,80.564092,0.0615,0.0678,0.1921,0.4232,0.2263,0.3039,0.3756,0.7449,0.5349,-0.1462,597.6,14.9,7.8,0.8368,0.433,High
CELL-00514,Madhya Pradesh,21.067513,79.832339,0.1216,0.132,0.1343,0.4183,0.0858,0.2171,0.5139,0.395,0.205,-0.4336,966.1,18.9,16.2,0.5661,0.5756,Medium
CELL-00515,Madhya Pradesh,22.757556,80.522576,0.1246,0.1289,0.0916,0.2798,0.337,0.1621,0.5065,2.0789,1.2045,0.3504,526.9,3.3,45.7,1.0,0.6424,High
CELL-00516,Madhya Pradesh,22.239583,79.716858,0.1083,0.0401,0.1269,0.3702,0.345,0.1012,0.4895,3.4107,0.932,0.5466,1087.2,23.0,44.1,1.0,0.6395,High
CELL-00517,Madhya Pradesh,23.757115,81.199729,0.0783,0.0712,0.0908,0.2357,0.1718,0.1306,0.444,1.3157,0.7288,0.1363,1047.2,2.4,33.9,0.5026,0.4368,Medium
CELL-00518,Madhya Pradesh,21.184629,79.309921,0.1199,0.1628,0.0599,0.2622,0.2305,0.3121,0.6282,0.7386,0.879,-0.1503,939.1,18.0,33.5,0.5959,0.5576,Medium
CELL-00519,Madhya Pradesh,23.220939,80.128524,0.0889,0.0822,0.1137,0.3294,0.2139,0.2642,0.4868,0.8094,0.6493,-0.1053,1047.4,5.4,22.6,0.8793,0.6078,High
CELL-00520,Madhya Pradesh,21.749602,80.420753,0.1341,0.0927,0.184,0.4476,0.1139,0.1199,0.4174,0.9502,0.2546,-0.0255,1145.4,33.5,4.9,0.7557,0.6718,High
CELL-00521,Madhya Pradesh,21.061205,80.313467,0.056,0.1594,0.071,0.3404,0.2958,0.1164,0.6547,2.5398,0.8689,0.435,138.3,14.3,14.5,0.8558,0.6344,High
CELL-00522,Madhya Pradesh,22.371072,80.319537,0.0986,0.1541,0.0965,0.1964,0.1648,0.2109,0.3411,0.7816,0.8391,-0.1226,594.1,15.4,4.6,0.8686,0.8178,High
CELL-00523,Madhya Pradesh,21.590861,79.738275,0.0496,0.1176,0.0869,0.2571,0.2519,0.1111,0.495,2.2681,0.9797,0.388,271.3,30.8,21.7,0.8738,0.6493,High
CELL-00524,Madhya Pradesh,22.493929,80.162509,0.0926,0.1361,0.0519,0.1883,0.3394,0.3342,0.5675,1.0158,1.8028,0.0078,249.5,17.4,10.7,1.0,0.732,High
CELL-00525,Madhya Pradesh,21.431063,80.629799,0.0894,0.0516,0.0217,0.3829,0.1364,0.2319,0.8929,0.5882,0.3562,-0.2593,470.6,20.5,15.8,0.4918,0.6018,Medium
CELL-00526,Madhya Pradesh,21.564176,79.784058,0.1056,0.0696,0.0222,0.2816,0.2738,0.3389,0.854,0.8081,0.9724,-0.1061,748.4,16.5,28.7,0.5738,0.5805,Medium
CELL-00527,Madhya Pradesh,21.787901,80.013263,0.1167,0.1055,0.0322,0.3533,0.3379,0.1368,0.8329,2.4692,0.9566,0.4235,830.5,14.9,44.5,0.9012,0.8141,High
CELL-00528,Madhya Pradesh,23.074517,81.150049,0.0844,0.077,0.1557,0.177,0.2043,0.3097,0.0642,0.6597,1.1543,-0.205,896.9,14.1,10.7,0.6864,0.5173,Medium
CELL-00529,Madhya Pradesh,21.528268,80.729999,0.0528,0.0981,0.0895,0.4437,0.2051,0.074,0.6644,2.7725,0.4623,0.4698,198.8,20.7,30.0,0.6392,0.4269,Medium
CELL-00530,Madhya Pradesh,21.161798,80.04964,0.0856,0.0524,0.0387,0.1433,0.1123,0.2329,0.5747,0.4823,0.7841,-0.3493,316.1,8.8,8.7,0.5902,0.4866,Medium
CELL-00531,Madhya Pradesh,21.629679,79.975628,0.0225,0.1307,0.1142,0.4145,0.1326,0.2912,0.5681,0.4553,0.3199,-0.3743,971.2,4.5,19.9,0.6044,0.5984,Medium
CELL-00532,Madhya Pradesh,21.789739,80.168709,0.0735,0.1722,0.0427,0.4408,0.1538,0.2819,0.8232,0.5457,0.3489,-0.2939,472.9,5.0,42.9,0.6621,0.5619,Medium
CELL-00533,Madhya Pradesh,22.699331,79.915269,0.0845,0.1398,0.0358,0.3339,0.3667,0.0673,0.8063,5.4452,1.0982,0.6897,254.7,25.1,21.9,1.0,0.74,High
CELL-00534,Madhya Pradesh,22.52031,78.879636,0.082,0.1445,0.0665,0.2683,0.3974,0.256,0.6028,1.5525,1.4815,0.2165,1025.5,14.5,38.4,0.7932,0.5018,High
CELL-00535,Madhya Pradesh,23.537235,79.538798,0.1051,0.1364,0.1255,0.225,0.2647,0.1527,0.2839,1.7334,1.1761,0.2683,192.3,34.7,6.4,0.9845,0.4966,High
CELL-00536,Madhya Pradesh,21.987017,79.674363,0.0541,0.0815,0.0939,0.3521,0.2437,0.3331,0.5789,0.7317,0.692,-0.155,146.1,17.6,29.2,0.8226,0.7321,High
CELL-00537,Madhya Pradesh,21.725783,81.128877,0.0225,0.1399,0.188,0.33,0.2205,0.0635,0.2743,3.4742,0.6681,0.553,1112.1,16.5,1.4,0.9878,0.7901,High
CELL-00538,Madhya Pradesh,21.373036,79.142815,0.0284,0.1161,0.132,0.277,0.3415,0.3083,0.3547,1.1076,1.2327,0.051,777.2,0.4,34.8,0.8277,0.3925,High
CELL-00539,Madhya Pradesh,22.947242,79.55071,0.1392,0.0501,0.1409,0.1015,0.3759,0.0838,-0.1623,4.4882,3.7024,0.6356,204.4,11.7,18.7,1.0,0.5671,High
CELL-00540,Madhya Pradesh,22.328742,78.602527,0.0616,0.1516,0.1441,0.3537,0.3034,0.1433,0.4209,2.1173,0.8578,0.3584,209.6,9.5,41.6,0.7331,0.6287,High
CELL-00541,Madhya Pradesh,21.029101,78.920134,0.0619,0.1168,0.0335,0.4302,0.1968,0.3238,0.8554,0.6079,0.4576,-0.2438,958.6,26.4,30.3,0.4423,0.6603,Low
CELL-00542,Madhya Pradesh,22.886164,80.161185,0.1482,0.1398,0.1599,0.4054,0.149,0.0751,0.4344,1.983,0.3676,0.3295,631.2,18.0,41.5,1.0,0.5747,High
CELL-00543,Madhya Pradesh,22.581213,78.614608,0.1,0.1542,0.0484,0.308,0.27,0.0993,0.7286,2.7198,0.8764,0.4623,235.8,34.3,19.7,0.7534,0.5411,High
CELL-00544,Madhya Pradesh,23.002805,80.328336,0.1037,0.0432,0.1808,0.2362,0.1803,0.1887,0.1328,0.9553,0.7631,-0.0228,529.1,30.2,46.5,0.8103,0.6685,High
CELL-00545,Madhya Pradesh,23.344569,81.292423,0.0519,0.1165,0.0694,0.3884,0.0817,0.2194,0.6968,0.3723,0.2103,-0.4574,473.1,11.3,32.2,0.4208,0.6741,Low
CELL-00546,Madhya Pradesh,23.559519,79.293791,0.0875,0.0976,0.0221,0.2949,0.2917,0.2276,0.8606,1.2817,0.9892,0.1235,909.9,20.0,3.3,0.7274,0.5151,High
CELL-00547,Madhya Pradesh,21.824938,78.738935,0.0758,0.1131,0.0792,0.3522,0.286,0.1498,0.6329,1.9087,0.8122,0.3124,930.4,22.7,31.9,0.6488,0.5883,Medium
CELL-00548,Madhya Pradesh,23.089522,79.628125,0.1425,0.1527,0.1258,0.1883,0.1452,0.1521,0.1989,0.9545,0.7712,-0.0233,624.2,10.4,25.7,0.8113,0.782,High
CELL-00549,Madhya Pradesh,23.174731,79.808145,0.1019,0.0811,0.0742,0.3024,0.2394,0.2239,0.6059,1.0694,0.7917,0.0335,415.3,12.8,4.2,0.7225,0.7827,High
CELL-00550,Madhya Pradesh,23.614637,79.954977,0.0597,0.1076,0.0888,0.2975,0.1167,0.3491,0.5404,0.3341,0.3921,-0.4991,568.1,12.2,35.5,0.6377,0.5893,Medium
CELL-00551,Madhya Pradesh,22.362812,80.658675,0.034,0.1569,0.1524,0.1741,0.1265,0.1449,0.0664,0.873,0.7265,-0.0678,1173.7,9.0,22.8,0.8266,0.6607,High
CELL-00552,Madhya Pradesh,22.71396,81.359374,0.0872,0.1529,0.1185,0.1143,0.1808,0.2227,-0.0181,0.812,1.5822,-0.1038,1145.7,30.1,11.4,0.7925,0.5325,High
CELL-00553,Madhya Pradesh,23.767497,81.057998,0.1207,0.0889,0.1108,0.2625,0.1611,0.2015,0.4064,0.7994,0.6136,-0.1115,133.5,4.6,44.3,0.4185,0.7055,Low
CELL-00554,Madhya Pradesh,22.551451,79.609997,0.1163,0.1476,0.1574,0.3529,0.1454,0.1514,0.3831,0.9607,0.4121,-0.02,616.8,11.6,37.7,0.6775,0.7007,Medium
CELL-00555,Madhya Pradesh,22.197121,81.439743,0.0494,0.1218,0.0979,0.1249,0.2361,0.2606,0.1208,0.9059,1.8911,-0.0494,664.5,30.5,14.4,0.9482,0.3902,High
CELL-00556,Madhya Pradesh,23.376009,79.472941,0.1131,0.0503,0.0724,0.1506,0.3396,0.1168,0.3506,2.9076,2.2542,0.4882,889.1,33.0,26.4,1.0,0.8588,High
CELL-00557,Madhya Pradesh,21.97767,79.926965,0.0984,0.1779,0.1888,0.4018,0.3645,0.1904,0.3606,1.915,0.9073,0.3139,823.2,31.3,19.6,0.9732,0.7704,High
CELL-00558,Madhya Pradesh,22.803248,80.629414,0.1436,0.0667,0.1543,0.2823,0.1659,0.283,0.2931,0.5864,0.5878,-0.2607,707.4,23.1,16.1,0.9546,0.6574,High
CELL-00559,Madhya Pradesh,22.214732,79.095118,0.145,0.1067,0.1521,0.2439,0.1936,0.1721,0.2317,1.1249,0.794,0.0588,550.1,19.0,27.2,0.6598,0.6568,Medium
CELL-00560,Madhya Pradesh,22.488226,79.007312,0.0364,0.1699,0.1289,0.3308,0.2086,0.3227,0.4393,0.6464,0.6305,-0.2148,801.7,26.9,18.4,0.6446,0.6788,Medium
CELL-00561,Maharashtra,20.31289,78.85688,0.0552,0.1583,0.0257,0.1266,0.1677,0.11,0.6622,1.5246,1.3239,0.2078,355.0,27.9,28.2,0.8386,0.6512,High
CELL-00562,Maharashtra,20.723655,78.341836,0.1079,0.1353,0.1498,0.355,0.08,0.3362,0.4066,0.238,0.2254,-0.6155,995.6,31.6,0.8,0.6625,0.8034,Medium
CELL-00563,Maharashtra,22.336889,79.328811,0.0979,0.1015,0.1879,0.1266,0.2404,0.2561,-0.1948,0.9386,1.8981,-0.0317,971.1,20.4,45.4,0.829,0.5912,High
CELL-00564,Maharashtra,20.48825,79.610605,0.1384,0.157,0.0429,0.1326,0.2686,0.2096,0.5106,1.2811,2.026,0.1232,393.0,31.5,46.4,1.0,0.6989,High
CELL-00565,Maharashtra,20.651847,80.21045,0.0819,0.0484,0.187,0.2589,0.315,0.1602,0.1612,1.9671,1.2167,0.3259,120.8,3.5,24.8,0.9505,0.8063,High
CELL-00566,Maharashtra,21.586465,80.095907,0.1115,0.1039,0.1847,0.2712,0.2241,0.1098,0.1898,2.0406,0.8262,0.3422,438.4,1.5,31.7,0.87,0.5687,High
CELL-00567,Maharashtra,21.812444,78.981664,0.0515,0.0554,0.1595,0.1454,0.2252,0.2021,-0.0462,1.1144,1.5489,0.0541,856.1,22.2,40.5,0.8887,0.6461,High
CELL-00568,Maharashtra,20.340402,78.438051,0.0576,0.0765,0.1139,0.3323,0.202,0.2658,0.4893,0.7597,0.6077,-0.1366,469.8,10.2,27.1,0.6372,0.6007,Medium
CELL-00569,Maharashtra,21.664535,78.26438,0.13,0.1398,0.13,0.3871,0.2093,0.1165,0.4973,1.7975,0.5407,0.2851,663.2,19.2,26.9,0.6966,0.5985,Medium
CELL-00570,Maharashtra,22.206737,80.627151,0.1242,0.1715,0.0377,0.1928,0.2384,0.304,0.6727,0.7844,1.2367,-0.1208,655.7,26.2,6.9,0.6901,0.4613,Medium
